test,testf,1,True,True,False,5000000,8,NA,NA,NA,NA,False,20,103,91,91,251,34,299,0.03774299419338551,3227,233,2.262135922330097
test,testf,1,True,True,False,5000000,8,NA,NA,NA,NA,False,20,103,91,91,251,34,299,0.03774299419338551,3227,233,2.262135922330097
stat_input,stat_queries0.125_random,1,True,True,False,5000000,8,NA,NA,NA,NA,False,14906,268647,252998,252998,730394,269236,2379361,0.17546713340676418,9574054,398828,1.4845801367593905
